Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Total_Expense,,,,,,
22769,30,0,Self_Employed,Tier_2,4554,3388,1133,3337,1749,1052,900,1350,1058,0,505,9,2117,3742,532,180,177,54,394,46,0,135,19026,,,,,,
21305,58,0,Self_Employed,Tier_1,6391,3139,773,2533,1316,692,676,918,914,0,271,9,1856,3681,326,187,119,71,210,5,0,21,17623,,,,,,
148942,18,0,Student,Tier_3,22341,0,6609,17194,9542,5344,3398,7774,7323,0,2706,22,32122,66711,1584,1074,1503,387,1000,318,0,538,82231,,,,,,
21093,32,4,Retired,Tier_1,6328,1437,707,2389,1067,1006,913,926,666,1544,278,10,2044,3831,134,127,205,218,53,27,33,41,17261,,,,,,
15715,32,0,Retired,Tier_2,3143,0,614,1571,977,559,562,713,558,0,173,8,1321,6844,89,82,95,50,133,23,0,52,8870,,,,,,
16299,31,1,Retired,Tier_2,3260,2686,810,1880,1146,565,455,1083,490,971,488,7,1221,2466,412,334,81,88,175,21,36,92,13834,,,,,,
69146,22,0,Student,Tier_1,20744,0,2741,6972,3987,1713,1662,4774,2281,0,1064,11,7759,23208,1850,709,96,195,751,72,0,136,45938,,,,,,
8001,23,3,Self_Employed,Tier_2,1600,725,199,1025,554,265,190,341,279,684,86,8,651,2051,178,118,77,55,69,1,21,16,5948,,,,,,
16299,58,1,Professional,Tier_3,2445,2508,711,2188,854,747,811,753,735,869,260,6,915,3419,211,190,183,121,194,15,22,62,12881,,,,,,
95455,48,2,Self_Employed,Tier_1,28637,8350,4570,11255,6306,2398,4170,6302,3803,7074,1543,13,11045,11045,3272,561,604,308,1834,11,33,228,84408,,,,,,
36466,43,0,Professional,Tier_2,7293,0,1082,4381,2889,1070,1549,2749,1531,0,668,7,2500,13254,451,244,240,293,582,61,0,190,23212,,,,,,
34979,42,2,Self_Employed,Tier_2,6996,0,934,4052,2749,1645,985,1551,1063,1839,418,9,3027,12746,247,678,256,267,314,13,42,77,22232,,,,,,
165160,56,2,Professional,Tier_2,33032,17975,4615,18716,12303,8088,6125,8710,5107,12943,1967,20,33252,35579,4486,2704,710,1030,2138,107,105,541,129581,,,,,,
36535,57,4,Student,Tier_3,5480,3633,914,4245,2344,1212,1653,2512,1439,2883,435,7,2562,9785,820,302,82,115,457,14,66,124,26750,,,,,,
17024,32,3,Retired,Tier_2,3405,0,449,2181,861,346,403,1089,592,1596,343,6,1072,5760,649,256,33,84,247,29,0,44,11265,,,,,,
23940,23,3,Student,Tier_3,3591,0,973,3066,1612,1140,839,1363,887,1576,591,8,1878,8301,297,390,67,141,239,10,68,170,15638,,,,,,
12096,18,2,Retired,Tier_1,3629,0,376,1655,639,300,260,672,526,764,356,6,752,2920,164,39,74,73,52,12,6,37,9177,,,,,,
81937,58,4,Self_Employed,Tier_1,24581,11519,3817,8740,4615,3159,1702,4209,3724,6183,1354,15,8332,8332,669,325,877,226,701,185,218,172,73603,,,,,,
47506,24,1,Student,Tier_2,9501,6809,1461,7028,3229,1680,1062,3146,2003,4331,639,12,5747,6616,1649,920,92,156,212,7,119,187,40889,,,,,,
73754,21,0,Self_Employed,Tier_3,11063,9456,3507,9304,4549,1597,3230,3330,3413,0,1228,15,10836,23076,2008,1099,117,258,294,8,0,250,50677,,,,,,
79169,18,1,Retired,Tier_2,15834,0,1900,11268,4247,2696,2013,4370,3507,4892,2192,10,8075,26251,3332,1030,321,417,561,55,182,157,52919,,,,,,
21538,58,0,Self_Employed,Tier_1,6461,1559,453,2220,1211,679,501,1705,791,0,362,9,1969,5597,316,237,164,59,378,25,0,33,15942,,,,,,
14089,19,2,Student,Tier_2,2818,0,613,1663,839,592,418,592,681,1114,188,6,793,4571,277,212,122,123,121,14,10,14,9518,,,,,,
28784,51,4,Professional,Tier_1,8635,4226,1239,3927,2184,1339,637,1459,1242,2019,697,10,1180,1180,213,585,367,125,79,12,59,197,27604,,,,,,
14924,52,4,Retired,Tier_2,2985,1281,611,1565,1164,356,578,1192,519,1032,293,9,1304,3349,231,229,26,65,75,8,11,76,11576,,,,,,
34232,63,3,Self_Employed,Tier_1,10270,3908,1117,3711,2731,977,987,2344,1691,2946,389,9,2936,3160,506,773,248,95,261,14,18,89,31071,,,,,,
74208,30,3,Professional,Tier_2,14842,14674,1929,9554,5617,2322,2196,4247,2404,5543,1918,14,8963,8963,1125,728,691,215,414,16,29,216,65246,,,,,,
26224,34,1,Professional,Tier_3,3934,0,706,3263,2071,838,1143,1549,1199,1502,651,6,1580,9368,423,473,233,252,328,36,42,34,16856,,,,,,
33825,27,3,Student,Tier_1,10147,5981,1489,4053,2219,1145,771,1996,1615,2601,474,9,1332,1332,958,625,78,39,545,64,11,25,32491,,,,,,
27830,20,0,Self_Employed,Tier_3,4175,0,1342,3013,1818,744,629,1715,1035,0,482,8,2138,12878,435,273,176,176,272,15,0,85,14953,,,,,,
57019,21,4,Student,Tier_1,17106,5205,2768,5735,3522,1881,2043,3885,2507,3794,1406,12,7074,7168,893,958,377,512,588,57,28,412,49852,,,,,,
17584,42,4,Self_Employed,Tier_2,3517,0,549,1764,1038,553,668,711,794,1082,409,6,1017,6499,116,258,141,54,119,7,46,97,11085,,,,,,
5176,54,2,Professional,Tier_1,1553,428,205,675,361,127,140,289,166,307,57,10,500,867,142,94,7,37,69,5,4,4,4308,,,,,,
43724,60,2,Self_Employed,Tier_1,13117,5911,1278,5310,3232,899,1967,3064,2098,2546,577,14,3726,3726,627,849,267,416,852,85,52,88,39999,,,,,,
66120,55,1,Retired,Tier_2,13224,4171,3015,9200,5233,2604,3185,4172,2083,4062,1876,13,8894,13295,1323,878,602,644,944,95,137,368,52825,,,,,,
42875,46,2,Professional,Tier_2,8575,0,1620,5016,2959,1105,2081,3426,1840,3043,1183,15,6412,12028,304,816,206,221,637,79,108,266,30848,,,,,,
17976,18,0,Retired,Tier_2,3595,0,824,1798,1319,693,899,850,774,0,327,7,1273,6898,486,160,148,74,225,14,0,17,11079,,,,,,
12100,47,3,Student,Tier_1,3630,1476,513,1517,716,281,396,684,554,872,235,6,781,1227,424,200,82,110,102,10,14,34,10874,,,,,,
44558,56,3,Retired,Tier_2,8912,0,1220,5456,2658,1105,1951,3410,2036,3128,737,12,5376,13945,845,188,292,202,567,87,43,86,30613,,,,,,
33595,27,1,Student,Tier_1,10079,3973,703,3688,1712,1624,930,2072,1143,3178,454,10,3337,4041,939,137,418,251,573,31,152,73,29556,,,,,,
27128,46,3,Student,Tier_2,5426,5401,1343,4062,1777,1250,936,1883,1267,2452,301,7,1029,1029,779,307,316,196,353,25,7,83,26098,,,,,,
128917,61,4,Retired,Tier_2,25783,0,4337,13624,8930,4558,5235,7099,4671,11648,3357,21,27193,39675,2806,1832,561,1197,1376,206,136,858,89242,,,,,,
14066,49,3,Self_Employed,Tier_3,2110,770,397,1678,893,426,433,930,569,870,333,6,902,4656,323,79,121,38,250,4,18,19,9409,,,,,,
124117,61,2,Retired,Tier_2,24823,22517,5505,15693,7377,5045,2512,5960,5078,8597,3679,20,17329,17329,1845,1139,810,381,1774,54,370,966,106786,,,,,,
30773,18,4,Self_Employed,Tier_1,9232,0,774,3604,2273,1356,1017,1727,1212,1900,330,8,2430,7347,299,136,344,234,234,22,80,60,23425,,,,,,
6908,58,2,Student,Tier_3,1036,1314,243,816,479,295,263,321,315,594,85,8,581,1149,46,122,77,15,58,15,10,19,5761,,,,,,
25993,34,2,Retired,Tier_1,7798,3825,847,3768,2052,1049,942,1442,1054,2438,622,6,156,156,901,379,54,154,231,50,53,142,25837,,,,,,
64637,29,1,Retired,Tier_2,12927,0,1538,7783,3987,1387,3114,3060,2586,4978,1684,13,8626,21592,1404,1135,132,698,168,13,171,426,43044,,,,,,
22402,19,1,Self_Employed,Tier_1,6721,2936,902,2753,1739,969,1020,1152,791,2093,483,8,844,844,779,483,89,285,83,38,29,143,21559,,,,,,
9220,26,4,Retired,Tier_2,1844,660,429,1151,722,406,299,490,332,877,178,9,833,1832,178,194,87,48,58,10,19,53,7388,,,,,,
26300,29,3,Retired,Tier_2,5260,0,1259,3419,1936,610,530,1869,1114,2197,442,8,2009,7663,238,324,105,78,366,15,12,115,18636,,,,,,
15112,42,0,Self_Employed,Tier_2,3022,2304,554,1795,1033,372,470,1062,565,0,366,6,892,3568,98,178,107,84,136,6,0,38,11543,,,,,,
44463,53,3,Self_Employed,Tier_2,8893,0,909,6516,3023,1292,1867,3324,1639,3124,1070,11,5055,12805,1201,624,286,156,631,27,39,156,31657,,,,,,
55696,61,4,Professional,Tier_3,8354,9004,1760,5792,4402,1380,2221,2638,2102,5400,926,14,7901,11717,1172,1086,85,548,198,92,187,64,43979,,,,,,
12887,52,0,Self_Employed,Tier_1,3866,1978,470,1444,816,320,612,556,573,0,386,8,988,1865,126,75,74,51,112,4,0,90,11021,,,,,,
17057,39,2,Student,Tier_1,5117,1057,837,2525,1098,486,467,902,554,1043,440,10,1681,2532,286,198,30,60,196,23,11,119,14526,,,,,,
54955,50,2,Student,Tier_1,16486,0,1831,6157,4281,2054,1118,2991,2512,3523,1003,13,6967,12998,1644,430,481,65,516,49,108,172,41956,,,,,,
15091,38,0,Self_Employed,Tier_3,2264,0,461,2156,1168,594,702,1117,554,0,254,8,1256,5823,308,85,175,45,331,19,0,67,9270,,,,,,
12622,57,2,Professional,Tier_3,1893,0,602,1706,745,367,576,736,440,1158,165,6,740,4233,355,222,96,146,70,4,44,26,8388,,,,,,
11684,39,3,Professional,Tier_1,3505,0,388,1647,855,552,359,670,559,833,340,6,680,1975,140,79,70,27,145,8,5,34,9708,,,,,,
39759,45,1,Retired,Tier_2,7952,6678,1936,5307,2627,1732,1953,2895,1881,2378,608,7,2851,3814,1219,209,362,139,681,2,32,37,35947,,,,,,
38418,21,3,Professional,Tier_2,7684,3237,1135,4642,2733,1350,823,2766,1383,2688,1125,6,2207,8853,1281,711,205,152,601,7,41,241,29566,,,,,,
17356,43,2,Student,Tier_2,3471,1551,735,2585,1149,463,726,976,575,971,501,8,1455,3653,501,341,138,82,234,24,39,90,13703,,,,,,
30122,40,1,Student,Tier_2,6024,3275,1365,3023,1845,1162,1503,1577,1503,1795,867,9,2829,6182,856,319,238,123,283,65,38,137,23939,,,,,,
101789,40,3,Self_Employed,Tier_2,20358,0,4744,12975,5670,2147,4652,6619,3392,7483,2029,15,15664,31721,3229,1209,138,709,1511,113,154,273,70069,,,,,,
13763,58,2,Self_Employed,Tier_1,4129,2055,398,1610,821,346,683,872,674,1014,157,8,1003,1003,444,168,51,201,133,2,41,11,12759,,,,,,
6295,25,3,Retired,Tier_1,1889,849,312,810,330,209,210,492,227,488,91,6,350,389,144,93,30,62,72,8,8,19,5907,,,,,,
43175,49,2,Self_Employed,Tier_2,8635,6718,1826,6339,2504,1911,1323,2835,1788,3155,590,10,4373,5551,844,312,520,231,559,33,69,58,37624,,,,,,
27464,56,4,Professional,Tier_3,4120,0,674,4072,1746,924,1241,1222,1005,1905,655,6,1584,9900,999,276,104,335,194,50,39,72,17564,,,,,,
16999,61,0,Retired,Tier_3,2550,0,727,1968,1103,463,588,1161,620,0,274,6,984,7545,580,93,52,63,112,12,0,70,9454,,,,,,
50545,18,2,Self_Employed,Tier_2,10109,0,2275,7424,3805,1406,1166,3930,1847,2828,1258,13,6774,14496,1076,348,407,336,856,85,127,129,36048,,,,,,
58708,47,3,Self_Employed,Tier_3,8806,0,1495,8768,3053,1818,1727,3464,2900,5519,1433,13,7541,19726,2523,527,333,153,347,117,195,198,38983,,,,,,
5127,45,2,Self_Employed,Tier_1,1538,0,129,636,265,193,135,289,218,302,51,6,287,1372,178,40,37,28,64,6,10,11,3756,,,,,,
17799,34,2,Self_Employed,Tier_2,3560,0,426,1898,1047,389,561,1086,848,1175,249,7,1216,6560,204,137,104,45,154,19,52,35,11239,,,,,,
191562,40,3,Self_Employed,Tier_2,38312,28503,6681,28460,9868,6844,6473,12789,9042,14279,2508,15,27801,27801,8137,1593,675,605,3638,410,546,381,163759,,,,,,
47843,55,3,Student,Tier_2,9569,0,1985,6929,2418,1419,2105,3494,1840,3165,948,13,6416,13971,1196,205,355,108,212,35,132,137,33872,,,,,,
51526,41,1,Retired,Tier_2,10305,0,1616,6847,3321,2304,2155,3938,2553,4977,676,11,5597,12833,486,644,579,244,1131,63,63,89,38692,,,,,,
76670,39,2,Student,Tier_2,15334,11895,1667,7774,5108,2187,3663,4845,3049,7480,2162,15,11294,11506,1718,978,159,1077,1282,31,164,275,65164,,,,,,
30412,22,4,Retired,Tier_2,6082,0,936,3585,1748,838,1112,2306,1113,2768,698,10,2932,9226,755,181,179,193,137,5,1,174,21186,,,,,,
56744,42,0,Professional,Tier_2,11349,0,2330,6112,4446,2097,1721,3728,2147,0,620,13,7343,22193,411,1100,202,343,966,38,0,38,34550,,,,,,
53285,24,2,Professional,Tier_3,7993,0,1222,5834,3789,2298,1763,3745,2102,4254,1429,11,6035,18856,1613,435,191,482,916,88,15,210,34429,,,,,,
46175,39,3,Professional,Tier_2,9235,0,1695,6203,2417,1570,1568,2650,2023,3332,814,11,5248,14668,701,223,271,430,518,87,62,126,31507,,,,,,
23187,61,1,Retired,Tier_2,4637,0,884,2772,1824,986,998,1403,809,1978,342,10,2251,6553,214,166,67,268,86,9,29,54,16633,,,,,,
34427,54,2,Student,Tier_2,6885,3259,1361,4026,2358,917,774,2028,1611,2739,945,9,2938,7524,613,253,119,92,597,36,23,99,26903,,,,,,
18737,51,4,Student,Tier_2,3747,0,569,2311,1020,681,729,1427,688,1074,206,5,974,6285,415,76,195,99,170,20,21,14,12452,,,,,,
30309,53,3,Self_Employed,Tier_2,6062,0,1449,3273,1596,1476,962,2113,1453,1926,318,9,2854,9681,422,437,116,127,376,55,36,81,20628,,,,,,
11780,57,4,Retired,Tier_2,2356,0,587,1436,630,512,371,774,581,978,344,8,890,3210,96,137,61,28,44,4,17,23,8569,,,,,,
15938,37,4,Professional,Tier_1,4781,2434,719,2340,1042,446,738,674,574,1327,210,9,653,653,463,94,66,184,143,9,46,18,15285,,,,,,
23935,54,0,Retired,Tier_2,4787,0,557,3346,1544,1173,940,1018,751,0,451,8,1869,9369,226,180,148,75,289,16,0,129,14567,,,,,,
14101,34,0,Self_Employed,Tier_2,2820,0,395,1439,1074,646,587,755,430,0,210,9,1218,5744,274,258,77,81,77,13,0,12,8356,,,,,,
20029,21,2,Student,Tier_1,6009,0,521,2435,1095,494,612,1506,962,1643,415,5,1058,4337,253,146,58,63,285,2,23,104,15692,,,,,,
26313,35,0,Self_Employed,Tier_1,7894,4459,568,3761,1518,993,875,1109,1101,0,647,8,1979,3388,855,96,51,209,226,14,0,47,22925,,,,,,
41389,45,2,Self_Employed,Tier_3,6208,0,1941,4659,3036,1732,1393,1736,1916,2088,603,12,5070,16076,483,578,420,101,246,8,66,179,25312,,,,,,
64110,33,2,Self_Employed,Tier_1,19233,3737,1644,9101,4141,1860,1816,4387,3125,3598,1397,11,7144,10070,1735,732,317,449,251,38,150,277,54039,,,,,,
20701,60,3,Self_Employed,Tier_2,4140,0,648,2682,1423,543,991,1431,928,1356,467,9,1763,6092,212,302,109,82,280,11,9,44,14609,,,,,,
87294,25,3,Student,Tier_2,17459,0,2728,8769,5446,3003,4010,6511,3982,4721,2416,15,13047,28249,1063,584,678,1152,1498,21,81,723,59045,,,,,,
63566,61,1,Student,Tier_2,12713,0,2753,9164,3973,1574,1403,2927,2277,3509,1065,11,7160,22207,1718,792,442,228,270,98,118,68,41358,,,,,,
44902,35,0,Student,Tier_1,13470,0,1501,6504,3563,2020,1864,1951,2116,0,580,14,6151,11333,668,659,392,389,165,105,0,153,33569,,,,,,
33924,46,1,Student,Tier_2,6785,6486,1056,4793,2650,1342,1577,1588,1043,2099,909,7,2507,3597,491,772,80,287,138,38,20,142,30328,,,,,,
38725,57,4,Professional,Tier_2,7745,2216,1083,4893,2712,882,1393,2916,1390,3660,665,9,3379,9172,1021,426,113,333,781,36,24,50,29555,,,,,,
77543,33,2,Retired,Tier_3,11632,0,2777,10579,4487,1552,2561,4503,2391,7276,1488,12,9325,28298,1492,428,423,436,848,34,351,388,49246,,,,,,
79843,47,2,Professional,Tier_1,23953,13030,1871,8501,5885,1852,1608,5623,3575,7958,2025,12,3961,3961,947,1692,450,106,1329,177,225,419,75881,,,,,,
87283,51,3,Self_Employed,Tier_2,17457,0,3362,12485,5805,3142,3651,4961,3676,8642,1396,13,11686,22707,3606,600,290,424,1286,85,219,311,64577,,,,,,
31008,47,4,Self_Employed,Tier_3,4651,0,1386,4572,2137,1315,1168,2397,1481,2511,761,7,2074,8629,612,204,66,336,175,34,86,82,22379,,,,,,
46767,38,2,Self_Employed,Tier_1,14030,6865,2237,5445,3195,1195,2283,2546,2153,3237,564,12,3017,3017,1289,597,76,453,302,31,155,68,43750,,,,,,
87885,39,2,Self_Employed,Tier_2,17577,8584,3422,9937,4487,2864,2827,5035,2937,7758,1574,13,11455,20883,2071,518,668,315,403,13,185,227,67002,,,,,,
18215,64,4,Professional,Tier_1,5464,2217,813,2046,1002,827,744,1337,580,1552,255,7,1203,1377,285,206,197,159,133,4,1,61,16837,,,,,,
23254,42,4,Student,Tier_1,6976,4365,623,2718,1438,598,734,1855,1146,2261,530,10,10,10,667,149,131,200,451,41,74,90,23244,,,,,,
30387,39,2,Self_Employed,Tier_3,4558,5410,1076,3158,1576,1279,1410,2255,926,1994,603,10,2976,6141,604,123,68,86,616,18,10,34,24245,,,,,,
61613,45,4,Professional,Tier_2,12323,0,1757,8600,4371,2602,1570,4541,2910,6027,1815,11,6933,15097,2530,240,510,448,774,9,119,102,46516,,,,,,
62386,56,0,Professional,Tier_2,12477,0,3119,7244,3536,1436,1698,3048,1890,0,1805,10,6302,26133,2162,783,127,104,170,27,0,388,36253,,,,,,
24941,50,4,Self_Employed,Tier_2,4988,2615,780,2594,1946,684,1091,1034,1244,1892,328,6,1520,5744,437,575,62,69,210,1,1,95,19196,,,,,,
8974,19,1,Self_Employed,Tier_1,2692,0,240,1341,687,194,372,406,284,462,213,6,499,2083,275,167,29,42,34,13,3,60,6891,,,,,,
36530,21,1,Professional,Tier_3,5480,0,1577,4045,2493,1757,1168,1824,1271,2949,415,7,2637,13552,742,197,156,192,529,56,108,64,22979,,,,,,
14390,33,2,Retired,Tier_1,4317,0,486,2028,818,582,539,891,704,1028,431,8,1185,2565,178,61,107,106,260,13,16,127,11824,,,,,,
9109,29,2,Professional,Tier_1,2733,0,217,1135,630,444,208,471,404,721,131,5,461,2015,292,170,27,60,114,17,17,34,7094,,,,,,
10915,34,3,Retired,Tier_2,2183,1181,476,1297,595,393,369,832,545,991,324,7,804,1728,243,87,34,66,56,24,38,46,9186,,,,,,
38951,53,4,Self_Employed,Tier_2,7790,0,1343,5196,2488,1522,1771,1895,1333,2509,888,9,3346,12216,512,306,213,353,424,28,61,137,26735,,,,,,
89124,33,1,Student,Tier_1,26737,7332,3892,12753,5275,3023,2277,6493,3660,8739,2030,14,6912,6912,2215,928,882,644,709,107,190,157,82211,,,,,,
30948,56,3,Student,Tier_2,6190,0,1316,3182,1852,1183,1482,1930,1149,1939,605,7,2079,10121,705,126,60,198,368,16,72,34,20828,,,,,,
35527,40,2,Retired,Tier_2,7105,4025,1318,3632,2083,1586,1555,1724,1434,2978,775,6,2294,7311,748,307,398,291,284,42,131,84,28215,,,,,,
77286,25,0,Self_Employed,Tier_2,15457,0,3215,11535,4504,3063,3297,4797,3623,0,1168,13,10381,26629,1761,419,767,506,888,140,0,130,50659,,,,,,
8720,26,4,Self_Employed,Tier_2,1744,1293,398,989,565,426,424,616,304,555,185,6,537,1221,264,134,24,43,156,15,1,27,7499,,,,,,
45483,31,3,Retired,Tier_2,9097,0,1522,4673,2752,2042,2248,3537,2141,2473,1223,13,5997,13774,510,410,586,487,816,27,122,93,31708,,,,,,
29723,26,0,Student,Tier_3,4458,0,1447,3461,1709,1008,1429,1899,919,0,699,5,1525,12694,336,364,279,225,139,17,0,178,17029,,,,,,
47183,64,2,Professional,Tier_3,7078,5557,1201,5145,2677,1253,1441,1977,1667,2455,835,12,5704,15896,696,715,83,259,237,42,5,221,31286,,,,,,
20377,43,1,Retired,Tier_3,3057,3235,1000,2498,1498,901,411,1059,792,1148,405,10,1948,4373,728,230,73,23,117,29,42,61,16004,,,,,,
15593,53,3,Self_Employed,Tier_1,4678,2667,421,2247,831,755,557,1193,758,1342,263,6,0,-118,319,67,100,111,298,35,29,21,15712,,,,,,
33569,20,3,Self_Employed,Tier_2,6714,3290,1182,4860,2060,1261,1079,2058,1360,3096,723,6,2047,5887,1146,495,317,236,582,34,52,70,27683,,,,,,
112230,27,2,Student,Tier_2,22446,0,3827,12973,8172,2666,3062,7811,4615,8417,2207,23,26032,36034,662,881,717,473,1646,57,103,435,76196,,,,,,
59735,42,2,Retired,Tier_1,17921,0,1303,7395,3319,2522,1265,3130,1933,5493,947,11,6636,14509,1228,328,622,203,456,81,219,95,45228,,,,,,
19986,21,1,Retired,Tier_3,2998,2974,514,2539,1205,984,719,1452,918,1179,357,8,1668,4148,696,184,155,126,414,28,48,66,15839,,,,,,
10262,47,1,Retired,Tier_1,3079,1350,461,1156,520,256,323,433,372,656,246,9,928,1412,238,135,35,74,30,13,32,47,8852,,,,,,
7811,28,1,Self_Employed,Tier_2,1562,511,221,847,568,336,237,375,309,534,113,9,735,2197,236,69,71,55,88,15,21,15,5613,,,,,,
85977,36,0,Professional,Tier_1,25793,8035,1736,10640,6323,2394,2183,5492,3569,0,1644,11,9141,18168,2781,1319,269,216,948,18,0,110,67809,,,,,,
13973,30,0,Retired,Tier_2,2795,0,625,1680,931,326,639,630,563,0,316,8,1070,5468,225,190,89,112,162,15,0,60,8505,,,,,,
23122,53,2,Professional,Tier_2,4624,1581,1123,3351,1601,998,1143,1086,821,2136,361,9,2021,4296,808,435,158,169,293,20,91,57,18825,,,,,,
86329,20,3,Self_Employed,Tier_3,12949,0,3105,12288,4866,3115,4120,5014,4241,8174,1061,11,9713,27397,1882,560,156,1083,1359,99,206,177,58933,,,,,,
8249,31,0,Professional,Tier_2,1650,1407,313,1099,578,318,222,395,274,0,84,7,617,1910,275,77,32,59,101,4,0,14,6340,,,,,,
98989,27,2,Professional,Tier_2,19798,0,2316,11304,7447,2006,2598,7360,4574,6411,1377,15,14558,33799,1187,1988,133,177,1311,144,153,209,65191,,,,,,
24490,55,0,Professional,Tier_2,4898,0,1186,2905,1364,841,1077,1035,904,0,385,10,2418,9894,610,225,68,167,162,15,0,59,14595,,,,,,
11969,57,1,Self_Employed,Tier_3,1795,0,316,1303,869,490,393,913,386,1197,312,6,725,3996,98,155,70,48,241,1,43,27,7974,,,,,,
24614,44,2,Self_Employed,Tier_1,7384,0,898,2794,1717,973,1146,1647,817,1395,307,8,1916,5535,646,427,273,141,116,12,65,29,19078,,,,,,
16829,41,1,Self_Employed,Tier_2,3366,0,824,2511,1057,434,475,736,687,1547,416,9,1530,4777,581,309,113,34,69,31,4,70,12053,,,,,,
42685,33,4,Professional,Tier_1,12806,0,1427,5445,2136,1203,1852,1734,1389,3081,522,13,5584,11091,1117,466,262,405,179,9,114,44,31595,,,,,,
17862,27,3,Student,Tier_2,3572,0,407,2517,1335,427,429,1212,595,1772,278,8,1416,5318,415,219,25,33,282,22,60,70,12544,,,,,,
6501,44,1,Student,Tier_1,1950,1007,172,739,392,291,186,378,206,639,85,8,455,455,80,60,39,29,19,7,14,9,6045,,,,,,
25147,24,3,Student,Tier_1,7544,4286,557,3031,1302,771,1180,1491,1141,1731,642,10,1471,1471,721,334,114,291,390,40,40,93,23676,,,,,,
10135,45,2,Professional,Tier_3,1520,0,326,1317,735,250,391,768,485,728,185,7,688,3430,207,119,63,99,225,2,12,48,6705,,,,,,
35327,43,4,Student,Tier_2,7065,5166,1331,3622,2735,957,1068,2105,1649,3011,795,6,1967,5823,656,384,243,110,357,16,148,178,29504,,,,,,
11606,35,3,Self_Employed,Tier_3,1741,0,388,1682,707,291,406,751,481,1038,304,5,636,3816,244,165,48,62,140,23,43,22,7789,,,,,,
20303,30,0,Professional,Tier_2,4061,2595,616,2889,1363,861,964,1611,823,0,517,10,1987,4003,151,265,255,77,256,10,0,27,16300,,,,,,
34718,25,2,Retired,Tier_2,6944,0,868,5175,2173,1493,1637,2024,1617,2865,582,9,3052,9342,848,564,292,328,105,29,108,39,25378,,,,,,
25311,44,4,Student,Tier_2,5062,3071,1037,3019,1501,868,750,1020,1091,1478,505,8,2050,5909,762,217,209,205,196,48,37,50,19402,,,,,,
36655,31,0,Professional,Tier_1,10996,0,1794,3891,2763,1331,1608,2855,1517,0,422,6,2234,9478,421,308,243,347,821,49,0,104,27177,,,,,,
51698,58,0,Retired,Tier_1,15510,0,1546,6928,2707,1210,2139,3067,2484,0,927,13,6847,15180,712,635,327,555,839,64,0,223,36518,,,,,,
11880,61,4,Professional,Tier_2,2376,0,423,1266,670,590,355,932,391,988,170,7,844,3718,302,115,102,62,73,5,17,15,8161,,,,,,
28494,23,1,Retired,Tier_2,5699,0,711,3291,1571,1223,596,2033,1173,1952,344,7,1889,9902,187,179,97,34,275,33,53,78,18593,,,,,,
2091,37,4,Self_Employed,Tier_3,314,210,46,232,162,84,65,94,82,123,47,10,207,632,62,25,11,13,10,2,0,3,1459,,,,,,
36564,45,4,Professional,Tier_1,10969,0,915,4820,2704,1171,736,1675,1816,2091,890,7,2533,8777,250,707,94,66,365,55,38,127,27787,,,,,,
23583,40,4,Self_Employed,Tier_2,4717,0,537,3122,1711,785,1024,1222,980,1492,489,6,1483,7506,477,459,196,66,361,35,6,57,16079,,,,,,
13660,29,3,Self_Employed,Tier_1,4098,0,526,1592,1084,381,530,586,593,766,145,7,1006,3356,313,97,86,120,106,4,28,8,10301,,,,,,
38620,41,1,Retired,Tier_2,7724,7004,1532,5298,2102,1117,1895,2154,1594,2364,1011,8,3126,4825,832,131,304,484,456,30,45,284,33795,,,,,,
76658,61,2,Student,Tier_2,15332,0,3830,10665,4869,3398,1700,3549,3264,4812,1810,13,9974,23432,539,911,231,314,639,149,182,96,53229,,,,,,
20499,39,0,Retired,Tier_1,6150,0,1020,2754,1486,653,602,926,859,0,496,6,1218,5555,673,405,58,68,232,24,0,91,14946,,,,,,
14088,43,3,Student,Tier_2,2818,1689,469,1450,997,461,388,746,535,996,311,7,942,3230,266,291,127,41,56,11,14,53,10860,,,,,,
34234,39,1,Retired,Tier_2,6847,2812,920,3673,1890,909,1073,1585,1496,2195,642,10,3346,10192,849,149,153,66,162,38,33,60,24042,,,,,,
10306,24,4,Professional,Tier_2,2061,0,358,1226,746,469,492,769,366,864,175,8,827,2780,129,218,29,25,81,4,40,38,7526,,,,,,
17688,32,3,Student,Tier_2,3538,0,830,2155,1121,603,578,1198,821,1718,523,7,1162,4604,396,186,62,117,358,14,18,31,13085,,,,,,
79768,47,3,Professional,Tier_1,23930,0,3227,9283,5982,3778,2201,4594,2793,7881,2082,13,10174,14015,1834,762,1046,120,1312,3,334,271,65751,,,,,,
31530,21,0,Retired,Tier_3,4730,5110,1216,4029,1724,1334,710,1468,1243,0,942,9,2722,9025,227,209,237,95,97,35,0,232,22506,,,,,,
6670,23,2,Self_Employed,Tier_3,1001,0,273,768,465,163,235,321,328,394,189,6,370,2534,188,89,49,39,41,2,17,56,4137,,,,,,
